24.2.a.a:24.1:770.120:1:906478665263567321:1:0:[0,-1,-2,0,4,-2,2,-4,-8,6,8,6,-6,4,0,-2,4,-2,-4,8,10,-8,-4,-6,2,-18,16,-12,-2,18,-8,-4,-6,-12,14,-16,-2,12,24,6,12,6,0,2,-18,16,-20,-8,12,22,10,-16,18,20,2,-8,-10,8,-26,26,-28,-18,12,-24,-6,6,20,18,-12,30,2,-24,-8,-10,20,0,-2,14,-30,-6,12,-10,32,-14,0,20,-14,-22,-26,8,-36,-16,-32,-12,12,24,6,26,4,-18,44,-26,28,10,36,2,-44,-14,24,-38,-40,38,42,-44,16,-14,12,8,6,12,-10,34,-2,4,-4,6,-10,-32,48,14,-4,-8,24,38,-22,2,-18,28,22,26,4,30,-16,-28,-50,-24,-10,42,-12,-32,-18,50,-4,8,4,16,16,50,42,6,12,-54,-16,36,-30,-24,40,-26,-46,-50,36,30,-40,10,-40,26,-28,30,16,14,8,-52,54,-54,48,-18,-50,-36,10,0,-62,-12,-20,22,-36,-22,-14,46,2,24,38,8,38,34]
24.2.d.a:24.13:1534.460:2:701482280995662430:0:0:[-2,0,0,-4,0,0,-4,0,8,0,4,0,4,0,-24,0,0,0,0,24,-12,20,0,-20,-4,0,-12,0,0,-12,-4,0,36,0,0,-36,0,0,16,0,0,0,-16,-12,0,20,0,28,0,0,28,0,4,0,36,-32,0,-36,0,-36,0,0,0,-16,28,0,0,-4,0,0,-12,-40,36,0,0,48,0,0,-36,20,0,0,24,28,-60,0,60,-44,0,-52,0,40,76,0,0,-72,0,84,0,0,0,0,0,-60,0,-84,0,-12,-40,4,-4,0,-4,0,44,44,0,-24,0,0,0,28,0,0,0,0,0,-40,-84,0,0,-32,4,0,-76,20,0,0,0,-60,0,0,28,0,0,40,0,36,0,48,0,4,0,96,0,-96,60,-100,76,0,0,-12,-44,0,-4,-32,4,0,60,0,0,0,64,-52,20,60,0,0,68,0,116,0,0,-4,48,0,0,0,-20,-96,-92,0,0,0,0,-132,-116,0,116,48,0,124,0,60]
24.2.f.a:24.11:1593.730:2:284432243281303008:0:0:[0,-2,0,0,0,0,0,4,0,0,0,0,0,-20,0,0,0,0,28,0,4,0,0,0,-20,0,0,0,0,0,0,0,0,-44,0,0,0,4,0,0,0,0,0,-44,0,0,28,0,0,0,0,0,52,0,0,0,0,0,0,0,-44,0,-68,0,-20,0,52,28,0,0,0,0,0,0,76,0,0,0,0,-44,0,0,0,76,0,0,0,52,0,0,0,0,0,0,28,0,0,0,76,0,-92,0,0,0,-44,-68,0,0,0,-92,0,0,0,52,0,0,100,0,0,0,0,-20,0,0,-92,0,0,0,0,0,-68,0,0,0,0,-44,0,100,0,0,76,0,0,0,0,0,0,0,-116,0,0,0,4,0,-20,0,0,0,-68,0,0,0,0,0,0,0,0,0,76,0,0,0,0,124,0,0,52,0,0,0,0,0,0,0,0,0,0,124,-116,0,4,0,-68,0,0,0,28,0,0,0,0,0,0,124]
32.2.a.a:32.1:774.770:1:1485208795141819780:1:0:[0,0,-2,0,0,6,2,0,0,-10,0,-2,10,0,0,14,0,-10,0,0,-6,0,0,10,18,-2,0,0,6,-14,0,0,-22,0,14,0,22,0,0,-26,0,-18,0,-14,-2,0,0,0,0,30,26,0,-30,0,2,0,-26,0,-18,10,0,-34,0,0,26,22,0,18,0,-10,34,0,0,14,0,0,-34,38,2,-6,0,30,0,34,0,0,-14,42,38,0,0,0,0,0,0,0,-10,-22,0,-42,0,38,0,26,0,2,0,-46,0,10,0,-34,-38,0,0,50,0,0,-26,0,-50,-46,-2,0,0,-10,30,0,0,54,0,0,0,-18,-38,50,-34,0,22,10,0,-50,0,0,54,0,46,58,0,0,-58,50,0,0,0,0,0,-46,-38,-58,0,26,0,0,-62,0,0,62,-30,46,0,22,0,-6,0,10,0,62,0,-26,0,0,-66,58,0,-50,-42,0,-54,0,66,0,0,-10,0,26,50,54,-62,0,70,0,-18,-30]
36.2.a.a:36.1:784.250:1:1143229866697692889:1:0:[0,0,0,-4,0,2,0,8,0,0,-4,-10,0,8,0,0,0,14,-16,0,-10,-4,0,0,14,0,20,0,2,0,20,0,0,-16,0,-4,14,8,0,0,0,26,0,2,0,-28,-16,-28,0,-22,0,0,14,0,0,0,0,-28,26,0,32,0,-16,0,-22,0,32,-34,0,14,0,0,-4,38,8,0,0,-34,0,38,0,-22,0,2,-28,0,0,-10,0,20,0,0,44,0,32,0,0,0,8,-46,-40,0,0,0,-16,-46,0,0,0,26,20,-10,0,32,44,0,-40,0,0,0,38,50,0,0,8,0,-22,0,44,50,-16,0,-52,26,0,2,0,56,0,0,56,0,-52,0,-46,0,-58,0,56,0,-34,0,8,0,-40,0,-52,0,26,0,0,0,20,0,0,0,44,-10,62,0,0,14,0,-58,-52,0,-64,0,-28,62,-4,0,-22,0,0,0,-46,32,38,0,62,0,-64,0,0,0,2,50,0,0,0,68,-70,14]
36.2.b.a:36.35:1331.650:2:1737895449765428356:0:0:[0,0,0,0,0,-8,0,0,0,0,0,4,0,0,0,0,0,-20,0,0,-32,0,0,0,16,0,0,0,40,0,0,0,0,0,0,0,-44,0,0,0,0,40,0,28,0,0,0,0,0,-8,0,0,16,0,0,0,0,0,-56,0,0,0,0,0,52,0,0,64,0,-20,0,0,0,28,0,0,0,76,0,-80,0,-56,0,-68,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,4,0,0,0,-20,0,-68,0,0,0,0,0,0,0,0,100,-92,0,0,0,0,88,0,0,-8,0,0,0,-104,0,100,0,0,0,0,0,0,0,0,40,0,-92,0,0,0,-116,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,124,112,0,0,-44,0,-128,0,0,0,0,0,52,0,0,-8,0,0,0,-104,0,-80,0,-32,0,0,0,0,0,100,88,0,0,0,0,136,-128]
48.2.a.a:48.1:800.320:1:1588924079463638771:1:0:[0,1,-2,0,-4,-2,2,4,8,6,-8,6,-6,-4,0,-2,-4,-2,4,-8,10,8,4,-6,2,-18,-16,12,-2,18,8,4,-6,12,14,16,-2,-12,-24,6,-12,6,0,2,-18,-16,20,8,-12,22,10,16,18,-20,2,8,-10,-8,-26,26,28,-18,-12,24,-6,6,-20,18,12,30,2,24,8,-10,-20,0,-2,14,-30,-6,-12,-10,-32,-14,0,-20,-14,-22,-26,-8,36,16,32,12,-12,-24,6,26,-4,-18,-44,-26,-28,10,-36,2,44,-14,-24,-38,40,38,42,44,-16,-14,-12,-8,6,-12,-10,34,-2,-4,4,6,-10,32,-48,14,4,8,-24,38,-22,2,-18,-28,22,26,-4,30,16,28,-50,24,-10,42,12,32,-18,50,4,-8,-4,-16,-16,50,42,6,-12,-54,16,-36,-30,24,-40,-26,-46,-50,-36,30,40,10,40,26,28,30,-16,14,-8,52,54,-54,-48,-18,-50,36,10,0,-62,12,20,22,36,-22,-14,46,2,-24,38,-8,38,34]
48.2.c.a:48.47:1585.370:2:1687343896078013792:0:0:[0,0,0,0,0,-4,0,0,0,0,0,-20,0,0,0,0,0,28,0,0,20,0,0,0,-28,0,0,0,-4,0,0,0,0,0,0,0,28,0,0,0,0,-52,0,4,0,0,0,0,0,44,0,0,-28,0,0,0,0,0,-52,0,0,0,0,0,-44,0,0,68,0,28,0,0,0,76,0,0,0,-68,0,-76,0,44,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,-92,0,0,0,52,0,-20,0,0,0,0,0,0,0,0,76,100,0,0,0,0,44,0,0,-100,0,0,0,-52,0,4,0,0,0,0,0,0,0,0,92,0,-116,0,0,0,-68,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,-20,-124,0,0,28,0,116,0,0,0,0,0,124,0,0,44,0,0,0,92,0,-76,0,-124,0,0,0,0,0,4,-100,0,0,0,0,140,-28]
64.2.a.a:64.1:1418.010:1:439256381361310617:1:0:[0,0,2,0,0,-6,2,0,0,10,0,2,10,0,0,-14,0,10,0,0,-6,0,0,10,18,2,0,0,-6,-14,0,0,-22,0,-14,0,-22,0,0,26,0,18,0,-14,2,0,0,0,0,-30,26,0,-30,0,2,0,26,0,18,10,0,34,0,0,26,-22,0,18,0,10,34,0,0,-14,0,0,34,-38,2,-6,0,-30,0,34,0,0,-14,42,-38,0,0,0,0,0,0,0,10,-22,0,42,0,-38,0,26,0,2,0,-46,0,10,0,34,-38,0,0,50,0,0,26,0,50,-46,2,0,0,10,-30,0,0,-54,0,0,0,18,-38,50,34,0,-22,10,0,50,0,0,-54,0,-46,58,0,0,58,50,0,0,0,0,0,-46,-38,58,0,26,0,0,-62,0,0,-62,-30,-46,0,-22,0,-6,0,10,0,-62,0,26,0,0,66,58,0,50,42,0,-54,0,66,0,0,10,0,26,50,-54,-62,0,-70,0,18,-30]
64.2.b.a:64.33:1598.050:2:2256708071540773966:0:0:[0,0,0,0,0,0,-12,0,0,0,0,0,-12,0,0,0,0,0,0,0,4,0,0,36,20,0,0,0,0,36,0,0,-12,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,-60,0,52,0,-60,0,0,0,0,36,0,0,0,0,20,0,0,-28,0,0,-60,0,0,0,0,0,0,0,-12,-44,0,0,0,-76,0,0,84,52,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,0,84,0,68,0,36,0,-92,0,0,-60,0,0,84,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,-108,-44,0,0,0,-12,0,0,0,0,0,0,0,-108,0,0,0,36,0,0,0,0,0,-108,68,0,0,84,0,0,-12,0,0,0,-76,0,0,0,0,-124,0,36,0,0,0,0,0,0,0,132,0,0,0,0,116,0,4,0,0,0,0,-60,-28,0,132,0,0,0,0,-124]
